Date,Users,Sessions,Page_Views,Bounce_Rate,Avg_Session_Duration,Traffic_Source,Device,Country,Conversions,Conversion_Rate
2025-12-19,800,825,825,46.39,6.32,Organic,Mobile,India,25,3.12
2025-12-20,425,439,2195,38.2,1.99,Direct,Mobile,India,35,8.24
2025-12-21,709,884,4420,68.53,3.1,Direct,Mobile,India,37,5.22
2025-12-22,470,495,990,30.86,7.71,Organic,Tablet,Canada,29,6.17
2025-12-23,690,720,2880,32.24,6.22,Referral,Desktop,USA,48,6.96
2025-12-24,196,250,750,21.05,1.32,Organic,Tablet,USA,6,3.06
2025-12-25,145,288,1152,63.79,3.78,Social,Tablet,Australia,3,2.07
2025-12-26,353,365,1460,25.54,3.51,Referral,Mobile,Australia,6,1.7
2025-12-27,431,502,1506,67.13,7.65,Direct,Tablet,Canada,42,9.74
2025-12-28,191,388,1552,60.5,4.64,Social,Desktop,India,12,6.28
2025-12-29,494,644,3220,39.93,1.78,Organic,Tablet,Australia,20,4.05
2025-12-30,157,207,621,45.8,7.99,Direct,Desktop,Australia,15,9.55
2025-12-31,605,767,767,66.97,2.03,Social,Desktop,USA,12,1.98
2025-01-01,204,336,1344,29.78,3.95,Email,Mobile,UK,11,5.39
2025-01-02,216,385,1925,54.85,4.56,Organic,Mobile,UK,20,9.26
2025-01-03,745,842,1684,68.35,1.92,Email,Mobile,USA,31,4.16
2025-01-04,447,614,614,50.34,4.04,Organic,Mobile,USA,10,2.24
2025-01-05,800,988,988,41.57,4.09,Direct,Desktop,Australia,16,2.0
2025-01-06,775,833,4165,30.52,6.08,Email,Desktop,USA,54,6.97
2025-01-07,609,650,2600,23.01,4.16,Referral,Tablet,UK,32,5.25
2025-01-08,332,491,1473,27.56,2.52,Email,Mobile,USA,33,9.94
2025-01-09,403,573,573,23.99,1.15,Email,Desktop,UK,29,7.2
2025-01-10,656,802,1604,27.21,3.21,Email,Desktop,Canada,30,4.57
2025-01-11,675,872,1744,38.82,6.64,Referral,Tablet,USA,24,3.56
2025-01-12,249,337,1348,53.48,6.46,Email,Tablet,India,16,6.43
2025-01-13,300,314,942,20.12,1.93,Organic,Tablet,UK,19,6.33
2025-01-14,616,730,3650,65.06,4.68,Referral,Tablet,India,31,5.03
2025-01-15,183,310,310,51.08,1.74,Referral,Desktop,India,15,8.2
2025-01-16,422,621,1863,58.69,1.66,Direct,Desktop,Australia,36,8.53
2025-01-17,782,959,4795,37.82,7.7,Email,Mobile,UK,57,7.29
2025-01-18,517,690,2070,55.19,3.25,Email,Tablet,UK,23,4.45
2025-01-19,169,195,390,55.71,6.45,Referral,Tablet,Australia,10,5.92
2025-01-20,643,712,2848,58.15,5.42,Direct,Desktop,USA,15,2.33
2025-01-21,475,571,2284,51.19,2.05,Social,Tablet,India,16,3.37
2025-01-22,92,269,1345,42.46,6.41,Social,Mobile,UK,1,1.09
2025-01-23,413,441,882,54.63,6.5,Social,Mobile,India,24,5.81
2025-01-24,553,644,644,27.67,3.13,Organic,Tablet,Canada,29,5.24
2025-01-25,436,623,2492,50.09,6.03,Organic,Mobile,Canada,9,2.06
2025-01-26,719,908,2724,59.87,5.18,Referral,Desktop,India,68,9.46
2025-01-27,543,659,1318,65.29,6.94,Social,Tablet,India,3,0.55
2025-01-28,473,501,1002,62.41,4.32,Referral,Tablet,USA,31,6.55
2025-01-29,238,271,813,25.38,3.56,Referral,Mobile,Canada,8,3.36
2025-01-30,120,235,470,69.43,2.87,Email,Desktop,USA,10,8.33
2025-01-31,537,667,1334,65.77,4.8,Email,Desktop,Australia,19,3.54
2025-02-01,381,435,2175,41.13,1.88,Social,Mobile,Australia,28,7.35
2025-02-02,172,203,812,38.53,4.99,Direct,Mobile,Australia,12,6.98
2025-02-03,465,543,1086,37.12,5.63,Direct,Tablet,USA,45,9.68
2025-02-04,769,922,1844,29.38,6.6,Social,Mobile,Canada,26,3.38
2025-02-05,189,241,1205,21.79,1.03,Referral,Mobile,India,7,3.7
2025-02-06,303,429,1716,56.46,4.82,Email,Tablet,USA,28,9.24
2025-02-07,464,586,2344,29.44,2.97,Direct,Desktop,Canada,2,0.43
2025-02-08,363,536,1608,38.52,1.21,Email,Tablet,USA,14,3.86
2025-02-09,636,784,3920,38.05,3.85,Organic,Desktop,Canada,16,2.52
2025-02-10,112,298,596,36.17,2.64,Organic,Tablet,Australia,3,2.68
2025-02-11,282,411,1644,53.84,3.54,Email,Desktop,USA,28,9.93
2025-02-12,319,483,2415,69.14,1.97,Social,Mobile,Australia,13,4.08
2025-02-13,157,181,362,30.85,7.39,Referral,Desktop,Canada,5,3.18
2025-02-14,358,398,796,38.62,7.47,Referral,Mobile,Australia,2,0.56
2025-02-15,674,705,1410,58.25,6.45,Direct,Tablet,Canada,0,0.0
2025-02-16,518,639,3195,59.89,4.2,Organic,Mobile,UK,46,8.88
2025-02-17,525,566,1698,65.45,5.89,Referral,Mobile,Canada,16,3.05
2025-02-18,173,369,1845,54.67,2.03,Direct,Tablet,USA,7,4.05
2025-02-19,285,481,962,21.38,6.12,Referral,Desktop,UK,1,0.35
2025-02-20,251,417,1251,32.25,3.47,Direct,Desktop,Australia,6,2.39
2025-02-21,459,654,1962,36.67,7.36,Referral,Tablet,Australia,39,8.5
2025-02-22,428,482,2410,35.87,2.47,Referral,Desktop,USA,41,9.58
2025-02-23,312,318,1272,58.99,5.77,Email,Mobile,India,8,2.56
2025-02-24,128,263,1315,51.36,4.51,Organic,Mobile,India,8,6.25
2025-02-25,672,815,4075,28.18,3.84,Organic,Desktop,India,41,6.1
2025-02-26,121,236,1180,31.0,7.06,Direct,Desktop,UK,8,6.61
2025-02-27,542,615,1230,41.77,4.93,Referral,Tablet,USA,42,7.75
2025-02-28,432,565,1130,48.7,4.14,Social,Mobile,USA,43,9.95
2025-03-01,341,463,926,21.92,6.69,Direct,Mobile,USA,21,6.16
2025-03-02,645,711,2133,35.52,7.86,Referral,Mobile,Canada,1,0.16
2025-03-03,383,555,555,38.92,5.81,Email,Mobile,Australia,31,8.09
2025-03-04,289,301,301,36.44,7.89,Organic,Desktop,Canada,11,3.81
2025-03-05,796,888,3552,32.93,7.47,Direct,Mobile,Canada,49,6.16
2025-03-06,291,375,1125,36.38,7.54,Organic,Tablet,UK,0,0.0
2025-03-07,108,192,768,42.1,7.18,Email,Desktop,UK,7,6.48
2025-03-08,732,746,2984,47.87,1.62,Social,Mobile,UK,50,6.83
2025-03-09,581,696,2088,37.18,5.65,Organic,Tablet,USA,56,9.64
2025-03-10,245,436,1308,20.56,5.79,Referral,Tablet,USA,19,7.76
2025-03-11,81,139,278,32.83,4.09,Referral,Tablet,India,5,6.17
2025-03-12,161,236,944,38.44,1.12,Referral,Tablet,India,14,8.7
2025-03-13,474,634,3170,20.18,2.15,Organic,Desktop,Australia,19,4.01
2025-03-14,324,477,477,40.47,3.46,Social,Tablet,Australia,12,3.7
2025-03-15,640,651,1302,48.15,5.55,Email,Desktop,Australia,47,7.34
2025-03-16,641,713,713,47.06,5.09,Referral,Tablet,India,53,8.27
2025-03-17,101,168,672,62.96,4.41,Referral,Mobile,USA,4,3.96
2025-03-18,687,859,2577,37.75,7.99,Direct,Desktop,Australia,1,0.15
2025-03-19,489,648,1944,44.65,3.59,Social,Desktop,USA,42,8.59
2025-03-20,225,267,267,53.25,7.21,Referral,Tablet,India,8,3.56
2025-03-21,657,814,2442,47.92,4.56,Referral,Mobile,UK,32,4.87
2025-03-22,734,736,3680,56.12,1.48,Social,Tablet,India,1,0.14
2025-03-23,720,874,874,24.18,4.23,Email,Mobile,UK,36,5.0
2025-03-24,569,718,3590,20.35,5.09,Email,Mobile,Canada,19,3.34
2025-03-25,107,209,627,27.47,7.8,Direct,Mobile,Australia,6,5.61
2025-03-26,750,909,4545,39.15,2.7,Email,Desktop,India,30,4.0
2025-03-27,509,544,1088,49.59,3.19,Referral,Mobile,India,19,3.73
2025-03-28,669,753,753,60.13,1.78,Email,Tablet,Australia,5,0.75
2025-03-29,212,357,1785,55.59,2.89,Social,Desktop,UK,8,3.77
2025-03-30,452,473,1419,44.96,2.44,Email,Mobile,UK,3,0.66
2025-03-31,271,335,1675,53.68,6.16,Social,Desktop,Canada,19,7.01
2025-04-01,686,823,823,50.29,7.05,Organic,Tablet,USA,44,6.41
2025-04-02,268,268,1072,42.47,7.74,Social,Desktop,Australia,12,4.48
2025-04-03,684,708,2832,43.5,4.92,Social,Tablet,India,13,1.9
2025-04-04,206,344,1032,57.9,6.51,Social,Mobile,UK,2,0.97
2025-04-05,174,314,314,51.81,5.8,Social,Desktop,India,7,4.02
2025-04-06,281,320,960,36.8,3.44,Referral,Desktop,UK,14,4.98
2025-04-07,418,570,2850,22.5,3.81,Organic,Desktop,India,8,1.91
2025-04-08,100,175,350,42.55,5.56,Social,Desktop,India,6,6.0
2025-04-09,516,652,1304,45.97,1.12,Organic,Tablet,USA,13,2.52
2025-04-10,417,426,852,48.15,3.47,Email,Desktop,UK,11,2.64
2025-04-11,391,498,1494,48.84,6.8,Email,Mobile,USA,4,1.02
2025-04-12,389,461,2305,37.05,4.52,Referral,Desktop,Canada,16,4.11
2025-04-13,302,400,800,61.63,2.37,Organic,Desktop,India,6,1.99
2025-04-14,767,895,3580,30.96,2.96,Social,Tablet,India,1,0.13
2025-04-15,703,740,2220,54.48,7.01,Organic,Tablet,USA,24,3.41
2025-04-16,409,579,579,44.24,7.0,Social,Mobile,USA,40,9.78
2025-04-17,458,525,2625,52.91,7.45,Social,Mobile,UK,17,3.71
2025-04-18,86,168,336,44.48,1.7,Organic,Mobile,India,6,6.98
2025-04-19,86,263,263,24.76,1.75,Organic,Mobile,UK,4,4.65
2025-04-20,257,293,879,67.75,6.9,Referral,Tablet,UK,11,4.28
2025-04-21,583,743,743,33.0,6.97,Social,Desktop,India,36,6.17
2025-04-22,659,833,4165,61.11,5.78,Email,Mobile,Canada,2,0.3
2025-04-23,520,658,1974,69.49,5.44,Social,Mobile,UK,17,3.27
2025-04-24,435,489,489,33.78,3.52,Email,Tablet,USA,12,2.76
2025-04-25,369,457,1828,31.49,3.75,Social,Mobile,Canada,4,1.08
2025-04-26,334,508,1524,36.84,2.46,Organic,Mobile,Australia,17,5.09
2025-04-27,757,777,3885,38.08,6.83,Social,Tablet,India,21,2.77
2025-04-28,500,673,673,28.89,1.14,Organic,Desktop,UK,48,9.6
2025-04-29,586,725,2900,50.31,2.32,Email,Desktop,Canada,35,5.97
2025-04-30,467,528,1584,25.2,3.99,Social,Mobile,USA,1,0.21
2025-05-01,654,828,4140,43.65,3.75,Direct,Tablet,Canada,9,1.38
2025-05-02,114,267,534,37.77,2.6,Email,Mobile,UK,2,1.75
2025-05-03,202,358,358,34.11,2.16,Social,Desktop,Australia,8,3.96
2025-05-04,291,413,2065,69.61,3.73,Referral,Desktop,Canada,5,1.72
2025-05-05,367,410,2050,20.19,6.8,Email,Desktop,UK,22,5.99
2025-05-06,630,808,2424,58.78,2.01,Referral,Tablet,USA,22,3.49
2025-05-07,322,439,2195,41.69,3.55,Organic,Tablet,Canada,23,7.14
2025-05-08,196,303,909,21.04,2.86,Organic,Mobile,UK,17,8.67
2025-05-09,474,661,661,54.45,6.21,Social,Mobile,Australia,3,0.63
2025-05-10,244,307,1535,28.8,6.37,Email,Tablet,Australia,22,9.02
2025-05-11,371,531,1593,43.57,5.51,Direct,Desktop,Canada,22,5.93
2025-05-12,299,472,1888,32.97,2.84,Organic,Mobile,USA,26,8.7
2025-05-13,303,334,1670,57.5,7.39,Referral,Tablet,Canada,25,8.25
2025-05-14,632,803,4015,31.26,1.83,Email,Desktop,Canada,36,5.7
2025-05-15,363,434,1302,61.29,3.55,Referral,Mobile,Canada,36,9.92
2025-05-16,496,515,2575,68.79,1.73,Direct,Tablet,USA,24,4.84
2025-05-17,763,897,2691,40.95,3.6,Social,Mobile,UK,3,0.39
2025-05-18,601,758,2274,62.96,5.94,Direct,Mobile,India,35,5.82
2025-05-19,301,364,1092,64.79,5.95,Social,Tablet,India,6,1.99
2025-05-20,339,513,513,39.46,5.89,Organic,Desktop,Canada,20,5.9
2025-05-21,89,205,1025,26.94,2.91,Organic,Mobile,UK,7,7.87
2025-05-22,758,829,2487,28.7,3.84,Organic,Mobile,Canada,68,8.97
2025-05-23,148,336,1344,54.54,2.63,Direct,Tablet,UK,1,0.68
2025-05-24,389,420,420,47.88,5.0,Direct,Tablet,Australia,2,0.51
2025-05-25,291,474,1422,39.55,1.09,Email,Desktop,USA,10,3.44
2025-05-26,756,955,4775,50.17,1.55,Social,Tablet,Australia,60,7.94
2025-05-27,164,198,792,25.04,7.93,Referral,Mobile,Canada,11,6.71
2025-05-28,691,885,3540,52.24,3.73,Organic,Mobile,India,7,1.01
2025-05-29,702,883,4415,39.32,4.37,Organic,Desktop,India,33,4.7
2025-05-30,344,391,782,42.19,4.26,Organic,Mobile,Australia,19,5.52
2025-05-31,128,165,825,62.23,5.84,Direct,Tablet,Canada,12,9.38
2025-06-01,742,925,4625,66.3,6.95,Referral,Tablet,UK,25,3.37
2025-06-02,267,282,564,33.42,4.04,Email,Mobile,Australia,9,3.37
2025-06-03,92,146,730,60.19,7.97,Social,Tablet,UK,1,1.09
2025-06-04,594,714,2142,27.07,4.47,Social,Mobile,Australia,28,4.71
2025-06-05,118,125,500,69.07,2.0,Email,Tablet,India,11,9.32
2025-06-06,262,366,1098,20.32,4.31,Organic,Tablet,USA,26,9.92
2025-06-07,781,898,4490,56.59,6.33,Referral,Desktop,UK,68,8.71
2025-06-08,593,653,3265,24.79,3.48,Direct,Mobile,UK,37,6.24
2025-06-09,752,831,831,66.31,4.3,Referral,Tablet,India,64,8.51
2025-06-10,710,778,2334,40.59,4.85,Referral,Desktop,India,7,0.99
2025-06-11,380,530,2120,41.95,6.71,Organic,Desktop,Canada,15,3.95
2025-06-12,348,482,1928,66.87,2.78,Social,Tablet,Canada,21,6.03
2025-06-13,94,270,270,50.05,1.51,Organic,Desktop,Canada,7,7.45
2025-06-14,425,581,2905,69.16,5.05,Organic,Tablet,Australia,38,8.94
2025-06-15,715,827,3308,49.65,2.83,Referral,Desktop,Australia,1,0.14
2025-06-16,148,240,480,63.26,4.55,Social,Desktop,India,2,1.35
2025-06-17,648,767,3835,26.78,7.38,Social,Tablet,Canada,10,1.54
2025-06-18,368,414,1656,65.3,4.72,Direct,Desktop,India,34,9.24
2025-06-19,133,295,590,48.82,6.91,Referral,Mobile,UK,3,2.26
2025-06-20,250,286,1430,24.62,7.88,Referral,Mobile,UK,23,9.2
2025-06-21,88,230,1150,35.18,7.5,Social,Tablet,Australia,2,2.27
2025-06-22,640,767,1534,22.22,2.97,Email,Tablet,Australia,34,5.31
2025-06-23,299,459,2295,47.61,3.26,Direct,Mobile,UK,23,7.69
2025-06-24,797,902,4510,21.54,6.51,Organic,Mobile,Australia,77,9.66
2025-06-25,363,505,505,28.52,4.72,Referral,Desktop,UK,1,0.28
2025-06-26,611,660,660,29.8,2.07,Referral,Mobile,India,5,0.82
2025-06-27,172,191,764,49.0,3.05,Referral,Mobile,UK,8,4.65
2025-06-28,678,787,2361,61.62,7.51,Organic,Tablet,India,53,7.82
2025-06-29,473,622,1244,61.51,4.49,Direct,Desktop,USA,32,6.77
2025-06-30,199,394,1576,65.95,6.63,Email,Mobile,USA,8,4.02
2025-07-01,233,325,325,65.23,7.2,Email,Mobile,Australia,23,9.87
2025-07-02,620,706,1412,22.11,2.73,Email,Desktop,Australia,0,0.0
2025-07-03,508,672,2688,37.65,6.35,Social,Mobile,Australia,4,0.79
2025-07-04,367,491,1473,42.11,6.28,Social,Tablet,India,11,3.0
2025-07-05,488,652,2608,22.77,2.42,Social,Tablet,Australia,30,6.15
2025-07-06,132,241,1205,20.45,1.04,Email,Desktop,Australia,12,9.09
2025-07-07,305,361,1444,26.54,1.99,Organic,Desktop,India,29,9.51
2025-07-08,313,331,662,55.83,7.59,Email,Tablet,UK,12,3.83
2025-07-09,296,376,1880,59.37,1.52,Direct,Tablet,Australia,17,5.74
2025-07-10,327,521,1563,21.91,5.52,Social,Tablet,Canada,26,7.95
2025-07-11,330,379,379,27.34,1.84,Direct,Mobile,UK,24,7.27
2025-07-12,93,164,328,20.48,2.97,Organic,Mobile,USA,5,5.38
2025-07-13,257,385,1540,47.95,6.71,Email,Mobile,India,12,4.67
2025-07-14,589,707,2121,57.78,7.41,Social,Tablet,USA,17,2.89
2025-07-15,327,478,956,65.23,2.84,Organic,Mobile,Australia,7,2.14
2025-07-16,714,797,3985,37.29,2.88,Direct,Desktop,Australia,11,1.54
2025-07-17,296,360,1440,55.2,4.66,Social,Tablet,UK,15,5.07
2025-07-18,320,384,1536,30.02,5.67,Social,Desktop,UK,10,3.12
2025-07-19,185,335,335,44.78,2.18,Referral,Tablet,UK,1,0.54
2025-07-20,564,762,762,37.45,4.93,Referral,Desktop,UK,13,2.3
2025-07-21,542,689,689,27.13,1.09,Referral,Desktop,India,7,1.29
2025-07-22,334,377,1885,20.47,3.07,Social,Mobile,Australia,24,7.19
2025-07-23,684,815,815,25.67,4.59,Direct,Desktop,UK,31,4.53
2025-07-24,256,307,307,55.11,4.52,Organic,Mobile,India,13,5.08
2025-07-25,686,744,744,41.51,7.78,Email,Desktop,India,53,7.73
2025-07-26,136,158,632,27.56,1.25,Referral,Mobile,USA,6,4.41
2025-07-27,592,704,3520,68.35,4.27,Direct,Tablet,India,49,8.28
2025-07-28,746,817,1634,51.62,5.48,Direct,Tablet,India,19,2.55
2025-07-29,128,200,800,53.58,4.64,Referral,Mobile,USA,3,2.34
2025-07-30,186,354,354,69.07,2.88,Organic,Desktop,Canada,13,6.99
2025-07-31,623,696,696,22.63,5.2,Referral,Mobile,India,58,9.31
2025-08-01,769,779,3116,52.36,2.14,Referral,Tablet,USA,23,2.99
2025-08-02,253,265,1060,45.99,2.24,Email,Desktop,Australia,23,9.09
2025-08-03,319,446,1784,45.66,1.01,Organic,Tablet,Canada,30,9.4
2025-08-04,334,437,1748,57.38,7.64,Email,Mobile,UK,14,4.19
2025-08-05,182,352,1760,24.22,7.2,Direct,Desktop,USA,11,6.04
2025-08-06,303,347,347,35.12,5.68,Social,Mobile,Australia,13,4.29
2025-08-07,795,842,2526,38.12,7.01,Organic,Mobile,Australia,68,8.55
2025-08-08,197,222,1110,65.5,4.1,Social,Tablet,Canada,11,5.58
2025-08-09,169,324,1296,64.23,1.44,Email,Mobile,UK,2,1.18
2025-08-10,184,287,1148,23.25,4.45,Referral,Mobile,Australia,14,7.61
2025-08-11,123,207,621,29.54,3.37,Social,Mobile,Canada,7,5.69
2025-08-12,214,263,263,54.35,6.87,Social,Tablet,Australia,16,7.48
2025-08-13,626,664,1992,26.83,5.01,Organic,Mobile,India,12,1.92
2025-08-14,116,185,370,53.32,2.62,Direct,Tablet,USA,1,0.86
2025-08-15,601,723,2169,59.32,2.65,Referral,Desktop,Canada,39,6.49
2025-08-16,333,375,375,60.25,7.33,Referral,Tablet,Canada,0,0.0
2025-08-17,486,494,2470,22.78,6.07,Email,Desktop,Australia,37,7.61
2025-08-18,579,601,1202,39.0,2.35,Social,Tablet,India,21,3.63
2025-08-19,323,415,1245,59.68,3.15,Referral,Desktop,USA,15,4.64
2025-08-20,485,610,1830,56.04,4.02,Organic,Tablet,USA,14,2.89
2025-08-21,592,782,782,41.38,7.31,Direct,Tablet,UK,45,7.6
2025-08-22,772,959,2877,59.54,2.06,Organic,Tablet,Canada,59,7.64
2025-08-23,705,809,2427,23.56,3.9,Email,Tablet,UK,39,5.53
2025-08-24,357,503,2012,49.23,3.67,Organic,Desktop,Australia,22,6.16
2025-08-25,596,696,1392,49.22,4.61,Social,Desktop,Australia,49,8.22
2025-08-26,670,720,720,62.25,7.04,Referral,Desktop,Australia,28,4.18
2025-08-27,178,317,1268,39.69,4.01,Organic,Mobile,UK,11,6.18
2025-08-28,650,685,685,57.03,2.14,Email,Mobile,USA,1,0.15
2025-08-29,554,713,713,47.62,7.01,Direct,Tablet,India,10,1.81
2025-08-30,606,662,3310,44.14,6.08,Email,Mobile,India,0,0.0
2025-08-31,515,643,2572,64.63,4.62,Referral,Tablet,UK,32,6.21
2025-09-01,769,949,2847,53.65,1.62,Direct,Mobile,UK,68,8.84
2025-09-02,282,380,1140,33.89,1.08,Direct,Mobile,Australia,22,7.8
2025-09-03,788,979,2937,29.48,7.02,Direct,Tablet,UK,62,7.87
2025-09-04,125,130,520,24.09,4.81,Email,Desktop,Canada,4,3.2
2025-09-05,197,345,345,55.55,6.61,Email,Tablet,Canada,8,4.06
2025-09-06,182,364,1092,35.64,4.21,Email,Tablet,UK,0,0.0
2025-09-07,414,465,465,33.64,4.31,Direct,Desktop,India,3,0.72
2025-09-08,167,342,1368,64.5,4.46,Social,Mobile,USA,10,5.99
2025-09-09,363,522,1566,55.75,1.84,Email,Desktop,UK,25,6.89
2025-09-10,120,245,735,49.86,1.39,Direct,Desktop,Australia,0,0.0
2025-09-11,168,194,388,50.44,5.07,Organic,Desktop,Canada,4,2.38
2025-09-12,513,577,1154,30.13,6.9,Social,Mobile,Australia,12,2.34
2025-09-13,233,413,826,46.8,3.85,Social,Desktop,Canada,11,4.72
2025-09-14,267,394,1576,36.84,7.69,Email,Mobile,USA,3,1.12
2025-09-15,85,283,566,42.37,2.58,Social,Desktop,USA,7,8.24
2025-09-16,291,295,1180,57.89,6.91,Referral,Mobile,Australia,12,4.12
2025-09-17,709,801,2403,69.5,5.5,Email,Desktop,Canada,52,7.33
2025-09-18,254,401,802,21.2,4.19,Organic,Desktop,UK,16,6.3
2025-09-19,740,859,859,26.44,2.87,Organic,Tablet,USA,25,3.38
2025-09-20,368,465,1860,30.99,6.44,Organic,Desktop,Australia,2,0.54
2025-09-21,273,308,1540,58.88,2.56,Direct,Tablet,UK,8,2.93
2025-09-22,611,709,1418,60.86,4.8,Organic,Mobile,India,51,8.35
2025-09-23,187,251,502,30.73,5.89,Referral,Mobile,India,7,3.74
2025-09-24,655,702,3510,31.11,1.03,Organic,Mobile,USA,43,6.56
2025-09-25,446,510,1020,41.4,3.59,Direct,Mobile,Australia,19,4.26
2025-09-26,624,694,2082,23.92,1.98,Organic,Desktop,Canada,49,7.85
2025-09-27,117,173,346,42.12,3.79,Direct,Tablet,Canada,4,3.42
2025-09-28,570,698,698,63.84,5.08,Organic,Desktop,Australia,54,9.47
2025-09-29,505,691,3455,24.33,3.32,Direct,Mobile,USA,13,2.57
2025-09-30,111,131,262,62.87,4.63,Direct,Desktop,India,0,0.0
2025-10-01,333,413,413,64.57,2.99,Organic,Tablet,UK,18,5.41
2025-10-02,301,400,800,44.83,2.42,Direct,Desktop,UK,9,2.99
2025-10-03,594,650,3250,54.94,4.78,Direct,Tablet,India,25,4.21
2025-10-04,782,941,2823,46.69,3.71,Organic,Mobile,Australia,57,7.29
2025-10-05,249,266,266,32.4,1.04,Organic,Desktop,UK,23,9.24
2025-10-06,87,166,664,65.75,4.78,Direct,Desktop,India,5,5.75
2025-10-07,614,710,3550,26.08,2.05,Referral,Desktop,UK,37,6.03
2025-10-08,509,631,3155,36.14,3.24,Direct,Tablet,Australia,24,4.72
2025-10-09,681,774,1548,29.54,2.78,Organic,Desktop,Australia,18,2.64
2025-10-10,145,198,792,36.67,5.03,Referral,Mobile,USA,3,2.07
2025-10-11,578,707,3535,39.59,6.91,Direct,Mobile,Canada,28,4.84
2025-10-12,136,148,444,63.06,7.36,Direct,Desktop,India,2,1.47
2025-10-13,713,747,2988,21.7,3.08,Email,Desktop,India,18,2.52
2025-10-14,799,804,4020,44.95,1.7,Direct,Desktop,USA,62,7.76
2025-10-15,707,775,1550,20.85,5.04,Email,Tablet,Australia,24,3.39
2025-10-16,352,482,482,48.14,2.22,Organic,Desktop,India,25,7.1
2025-10-17,345,446,1784,49.66,2.99,Direct,Desktop,UK,8,2.32
2025-10-18,312,340,1700,20.69,4.36,Direct,Mobile,India,0,0.0
2025-10-19,594,696,696,50.51,6.63,Direct,Desktop,Canada,59,9.93
2025-10-20,277,339,1695,61.98,7.6,Email,Tablet,India,20,7.22
2025-10-21,770,915,3660,63.27,1.67,Referral,Mobile,India,23,2.99
2025-10-22,210,313,1565,50.61,1.44,Organic,Mobile,India,9,4.29
2025-10-23,316,412,1648,48.42,6.35,Organic,Mobile,India,5,1.58
2025-10-24,572,704,1408,39.66,5.91,Social,Mobile,Canada,51,8.92
2025-10-25,312,480,2400,30.65,2.15,Organic,Mobile,Canada,3,0.96
2025-10-26,672,817,2451,43.26,1.92,Organic,Mobile,UK,12,1.79
2025-10-27,393,576,2880,28.65,7.28,Referral,Desktop,USA,26,6.62
2025-10-28,785,937,3748,36.7,7.79,Direct,Desktop,USA,1,0.13
2025-10-29,425,593,593,21.44,3.11,Email,Mobile,USA,41,9.65
2025-10-30,712,813,1626,41.79,7.51,Referral,Tablet,UK,40,5.62
2025-10-31,763,909,2727,28.46,6.54,Email,Mobile,Canada,73,9.57
2025-11-01,485,624,2496,67.72,1.91,Direct,Desktop,UK,41,8.45
2025-11-02,150,169,507,65.9,3.06,Email,Tablet,USA,14,9.33
2025-11-03,560,628,628,45.85,4.66,Email,Desktop,Canada,19,3.39
2025-11-04,462,591,1182,53.87,2.01,Direct,Tablet,Canada,25,5.41
2025-11-05,304,403,1612,38.84,3.52,Direct,Mobile,India,13,4.28
2025-11-06,597,611,1222,41.16,1.42,Referral,Desktop,Canada,17,2.85
2025-11-07,138,304,608,59.48,1.86,Social,Tablet,Canada,0,0.0
2025-11-08,609,673,3365,36.25,4.77,Organic,Mobile,Australia,9,1.48
2025-11-09,732,820,2460,21.44,5.87,Social,Desktop,USA,44,6.01
2025-11-10,164,239,717,67.32,7.13,Organic,Tablet,Australia,13,7.93
2025-11-11,529,531,2655,46.16,7.69,Email,Mobile,USA,3,0.57
2025-11-12,720,890,3560,67.4,5.58,Direct,Tablet,Canada,69,9.58
2025-11-13,444,453,1812,32.34,5.75,Organic,Mobile,Australia,41,9.23
2025-11-14,436,542,1084,44.65,4.37,Direct,Tablet,India,4,0.92
2025-11-15,633,645,645,32.41,3.23,Direct,Desktop,USA,12,1.9
2025-11-16,672,692,692,46.52,4.52,Direct,Tablet,India,47,6.99
2025-11-17,325,423,1269,37.22,5.38,Referral,Mobile,Canada,14,4.31
2025-11-18,234,403,2015,62.19,7.4,Organic,Tablet,Australia,8,3.42
2025-11-19,573,750,750,48.79,6.07,Organic,Desktop,Canada,44,7.68
2025-11-20,547,685,1370,30.64,3.34,Direct,Tablet,India,27,4.94
2025-11-21,522,535,1605,36.02,3.02,Referral,Desktop,India,22,4.21
2025-11-22,467,650,650,64.51,6.07,Organic,Tablet,India,39,8.35
2025-11-23,154,186,372,67.07,7.35,Referral,Mobile,India,9,5.84
2025-11-24,641,726,3630,52.28,2.96,Direct,Tablet,Australia,51,7.96
2025-11-25,545,701,1402,30.62,7.65,Direct,Tablet,Australia,42,7.71
2025-11-26,748,917,4585,45.23,6.3,Organic,Desktop,India,52,6.95
2025-11-27,583,733,3665,39.88,7.63,Direct,Tablet,Canada,2,0.34
2025-11-28,199,320,960,34.02,1.07,Referral,Mobile,India,11,5.53
2025-11-29,653,776,3880,55.63,4.55,Referral,Desktop,Canada,10,1.53
2025-11-30,159,269,1345,45.77,3.41,Social,Mobile,USA,2,1.26
2025-12-01,572,765,765,52.04,4.97,Organic,Desktop,India,22,3.85
2025-12-02,396,536,536,42.01,1.74,Social,Desktop,Canada,16,4.04
2025-12-03,108,216,216,27.18,2.1,Social,Desktop,India,2,1.85
2025-12-04,472,558,1674,36.93,5.82,Social,Desktop,Canada,5,1.06
2025-12-05,307,498,996,29.76,3.0,Organic,Desktop,Australia,24,7.82
2025-12-06,326,402,2010,40.7,6.19,Organic,Tablet,USA,17,5.21
